TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster,TransactionType,Channel,CustomerOccupation
806.97,25.0,11.0,102.2,1,Debit,Online,Student
364.81,25.0,53.00000000000001,1145.23,1,Debit,Online,Student
490.81999999999994,26.0,114.0,8704.27,2,Debit,ATM,Engineer
311.28,49.0,198.0,135.96,0,Debit,Branch,Doctor
85.03,51.0,48.0,4597.57,2,Debit,ATM,Retired
307.75,64.0,63.0,1061.58,0,Debit,Branch,Doctor
333.67,36.0,68.00000000000001,9238.08,1,Debit,Online,Engineer
589.89,56.0,213.0,9404.63,0,Debit,Branch,Engineer
372.08,66.0,63.0,13330.74,0,Debit,Branch,Doctor
502.90000000000003,26.0,141.0,341.24,4,Credit,Online,Student
103.81,36.0,34.0,7044.63,2,Debit,ATM,Doctor
69.43,30.0,162.0,9281.85,2,Debit,ATM,Engineer
110.4,56.0,61.99999999999999,8639.36,5,Credit,ATM,Doctor
275.65,28.0,14.0,4957.57,3,Credit,Branch,Engineer
336.01,63.0,121.0,9938.2,1,Debit,Online,Doctor
251.8,62.0,102.0,11796.66,2,Debit,ATM,Doctor
334.07,59.0,200.00000000000003,7306.79,0,Debit,Branch,Engineer
52.44,27.0,87.0,3157.75,1,Debit,Online,Student
141.37,46.0,77.0,1019.7699999999999,1,Debit,Online,Engineer
211.7,50.0,205.0,12272.78,4,Credit,Online,Doctor
61.4,41.0,20.0,7892.87,0,Debit,Branch,Engineer
308.23,60.0,22.999999999999996,4150.63,2,Debit,ATM,Retired
111.41,21.0,181.0,1204.11,0,Debit,Branch,Student
675.49,61.0,159.0,1892.9999999999998,2,Debit,ATM,Retired
29.72,26.0,37.99999999999999,1059.62,2,Debit,ATM,Student
301.73,67.0,163.0,990.7399999999999,1,Debit,Online,Doctor
294.61,60.0,74.0,7375.59,0,Debit,Branch,Retired
106.43,52.0,164.0,9403.12,5,Credit,ATM,Engineer
381.52,36.0,79.0,5798.92,1,Debit,Online,Doctor
5.66,40.0,33.0,5434.64,0,Debit,Branch,Engineer
209.09,48.0,203.0,9100.81,2,Debit,ATM,Doctor
521.81,47.0,34.0,4750.96,2,Debit,ATM,Engineer
588.36,33.0,134.0,8434.99,1,Debit,Online,Engineer
146.67,20.0,273.0,1569.75,1,Debit,Online,Student
176.52,73.0,94.0,7132.08,4,Credit,Online,Retired
57.34,27.0,81.0,1100.64,1,Debit,Online,Student
294.77,77.0,101.0,2272.17,1,Debit,Online,Retired
881.32,31.0,59.00000000000001,2287.93,1,Debit,Online,Engineer
162.59,64.0,18.999999999999996,7104.83,0,Debit,Branch,Retired
56.15,31.0,77.0,13265.92,0,Debit,Branch,Doctor
524.55,39.0,175.0,8292.75,2,Debit,ATM,Doctor
535.4,23.0,110.0,651.8399999999999,0,Debit,Branch,Student
56.84,45.0,185.0,7977.78,2,Debit,ATM,Engineer
135.94,71.0,258.0,4710.21,0,Debit,Branch,Retired
47.1,42.0,178.0,6308.07,3,Credit,Branch,Doctor
124.05,61.0,220.0,7009.54,3,Credit,Branch,Doctor
802.89,19.0,175.0,1973.63,2,Debit,ATM,Student
193.16,64.0,109.0,2304.56,2,Debit,ATM,Retired
541.52,48.0,161.0,6087.24,3,Credit,Branch,Engineer
20.17,77.0,86.0,3869.3699999999994,2,Debit,ATM,Retired
35.98,40.0,133.0,11147.34,3,Credit,Branch,Doctor
273.24,51.0,173.0,2202.21,0,Debit,Branch,Retired
663.45,67.0,147.0,5897.29,2,Debit,ATM,Retired
343.86,57.0,70.0,3278.65,0,Debit,Branch,Engineer
69.38,69.0,280.0,12072.11,0,Debit,Branch,Doctor
75.43,77.0,266.0,1441.86,2,Debit,ATM,Retired
414.64,32.0,74.0,7253.22,0,Debit,Branch,Doctor
86.79,33.0,166.0,8795.37,0,Debit,Branch,Doctor
14.1,45.0,73.0,6949.21,0,Debit,Branch,Engineer
63.33,23.0,123.99999999999999,792.33,3,Credit,Branch,Student
606.27,29.0,42.00000000000001,9668.78,0,Debit,Branch,Doctor
4.47,27.0,132.0,1381.75,0,Debit,Branch,Student
289.01,66.0,96.0,4226.26,1,Debit,Online,Retired
338.69,18.0,169.0,1137.89,0,Debit,Branch,Student
97.73,69.0,156.0,7885.209999999999,0,Debit,Branch,Doctor
27.61,54.0,26.0,3679.64,5,Credit,ATM,Retired
284.17,51.0,189.0,3479.56,2,Debit,ATM,Retired
76.21,22.0,69.00000000000001,664.9299999999998,0,Debit,Branch,Student
334.79,69.0,292.0,624.0899999999999,3,Credit,Branch,Doctor
584.51,74.0,75.99999999999999,3254.56,2,Debit,ATM,Retired
432.18,18.0,162.0,678.8299999999999,0,Debit,Branch,Student
134.55,59.0,165.0,14852.42,1,Debit,Online,Doctor
61.660000000000004,26.0,86.0,5705.4,2,Debit,ATM,Student
12.35,25.0,22.0,1846.85,0,Debit,Branch,Student
213.25,25.0,63.0,677.7899999999998,0,Debit,Branch,Student
34.93,31.0,72.0,2810.37,0,Debit,Branch,Engineer
335.68,24.0,142.0,1188.95,1,Debit,Online,Student
423.96,43.0,75.0,8374.38,2,Debit,ATM,Doctor
361.38,72.0,71.0,4972.92,4,Credit,Online,Retired
220.82,42.0,30.999999999999996,4298.13,0,Debit,Branch,Engineer
717.36,22.0,138.0,514.88,4,Credit,Online,Student
406.12,42.0,106.0,10501.53,2,Debit,ATM,Doctor
427.83,47.0,29.000000000000004,3293.06,2,Debit,ATM,Engineer
416.62,26.0,67.0,9700.9,4,Credit,Online,Student
21.9,28.0,30.0,1052.27,2,Debit,ATM,Student
717.74,42.0,168.00000000000003,8375.16,4,Credit,Online,Engineer
393.68,55.0,141.0,10135.88,2,Debit,ATM,Doctor
281.91,25.0,269.0,225.53,0,Debit,Branch,Student
239.85,70.0,50.00000000000001,1477.63,2,Debit,ATM,Retired
237.84,26.0,16.0,8932.39,0,Debit,Branch,Student
459.28999999999996,64.0,109.0,1006.12,4,Credit,Online,Retired
196.49,41.0,65.0,7516.560000000001,0,Debit,Branch,Engineer
21.23,23.0,103.0,319.18,2,Debit,ATM,Student
95.23,20.0,60.00000000000001,966.8799999999999,1,Debit,Online,Student
344.87,58.0,25.000000000000004,7447.44,0,Debit,Branch,Retired
129.62,23.0,123.99999999999999,620.28,5,Credit,ATM,Student
16.53,21.0,220.0,707.95,2,Debit,ATM,Student
277.02,46.0,227.0,8586.38,5,Credit,ATM,Doctor
13.02,51.0,42.00000000000001,6076.45,0,Debit,Branch,Doctor
199.02,22.0,185.0,793.6299999999999,2,Debit,ATM,Student
684.5,29.0,75.99999999999999,6258.63,0,Debit,Branch,Doctor
45.92,26.0,22.999999999999996,544.56,2,Debit,ATM,Student
761.73,19.0,26.999999999999996,151.28,2,Debit,ATM,Student
331.38,42.0,122.0,844.5499999999998,2,Debit,ATM,Engineer
602.8,60.0,173.0,7417.69,0,Debit,Branch,Retired
64.12,57.0,222.0,1029.09,3,Credit,Branch,Doctor
57.38,28.0,86.0,899.5199999999999,1,Debit,Online,Student
94.64,28.0,144.0,586.76,5,Credit,ATM,Student
155.56,19.0,64.0,129.79,3,Credit,Branch,Student
301.39,47.0,104.0,10548.58,4,Credit,Online,Doctor
136.31,74.0,65.0,4384.95,1,Debit,Online,Retired
4.39,26.0,63.0,1429.61,2,Debit,ATM,Student
429.25,29.0,107.0,5019.68,1,Debit,Online,Engineer
138.54,60.0,93.0,8274.77,3,Credit,Branch,Engineer
33.03,21.0,28.0,935.8800000000001,0,Debit,Branch,Student
76.39,30.0,80.0,11584.32,1,Debit,Online,Doctor
25.32,19.0,25.000000000000004,1642.34,2,Debit,ATM,Student
330.91,36.0,28.0,6481.35,2,Debit,ATM,Engineer
153.55,37.0,16.0,5619.91,1,Debit,Online,Doctor
217.61,27.0,120.0,1661.1,1,Debit,Online,Student
131.69,53.0,59.00000000000001,2958.43,3,Credit,Branch,Engineer
68.49,67.0,49.0,6683.31,1,Debit,Online,Retired
470.62,57.0,127.0,12470.62,0,Debit,Branch,Doctor
385.35,38.0,269.0,5184.13,0,Debit,Branch,Doctor
74.72,26.0,132.0,165.75,1,Debit,Online,Student
352.03,27.0,219.0,4846.68,4,Credit,Online,Student
275.87,25.0,112.0,1697.58,2,Debit,ATM,Student
90.94,63.0,56.0,3896.08,5,Credit,ATM,Retired
206.25,74.0,56.0,3651.07,2,Debit,ATM,Retired
116.76000000000002,51.0,212.0,4480.43,2,Debit,ATM,Engineer
91.5,47.0,77.0,667.6599999999999,2,Debit,ATM,Doctor
489.31,43.0,36.0,5595.22,0,Debit,Branch,Engineer
414.49,58.0,107.99999999999999,12709.58,4,Credit,Online,Doctor
315.13,30.0,143.0,6570.94,0,Debit,Branch,Engineer
28.379999999999995,45.0,260.0,8892.62,0,Debit,Branch,Doctor
456.05,68.0,20.0,11729.51,0,Debit,Branch,Doctor
277.22,35.0,41.0,12104.51,0,Debit,Branch,Doctor
54.84,52.0,123.99999999999999,3495.51,1,Debit,Online,Retired
29.92,68.0,63.0,7855.01,4,Credit,Online,Doctor
133.06,35.0,143.0,8843.44,1,Debit,Online,Engineer
332.06,29.0,221.0,11826.52,2,Debit,ATM,Doctor
14.340000000000002,67.0,24.0,7932.509999999999,4,Credit,Online,Retired
468.32,69.0,151.99999999999997,4710.04,1,Debit,Online,Retired
582.17,57.0,135.0,7310.83,0,Debit,Branch,Engineer
245.61999999999998,23.0,127.0,1879.8200000000002,0,Debit,Branch,Student
83.6,47.0,192.0,13899.24,2,Debit,ATM,Doctor
331.22,61.0,161.0,12613.25,3,Credit,Branch,Doctor
57.489999999999995,24.0,177.0,765.1499999999999,4,Credit,Online,Student
85.58,55.0,60.00000000000001,7794.84,2,Debit,ATM,Engineer
157.56,43.0,159.0,7541.160000000001,0,Debit,Branch,Doctor
230.3,46.0,24.0,8356.88,1,Debit,Online,Engineer
305.92,72.0,88.0,1445.47,2,Debit,ATM,Retired
116.32999999999998,27.0,144.0,1696.15,0,Debit,Branch,Student
537.71,19.0,175.0,1806.08,4,Credit,Online,Student
538.17,27.0,252.0,5908.04,3,Credit,Branch,Engineer
219.44,42.0,22.999999999999996,4207.27,1,Debit,Online,Engineer
61.62,57.0,18.999999999999996,8365.37,1,Debit,Online,Doctor
58.77,27.0,191.0,7261.7,1,Debit,Online,Engineer
538.13,62.0,165.0,5008.59,2,Debit,ATM,Retired
177.05,24.0,235.0,4287.82,0,Debit,Branch,Student
403.01,63.0,286.0,10513.52,1,Debit,Online,Doctor
719.76,19.0,190.0,690.5199999999999,0,Debit,Branch,Student
163.22,26.0,217.0,1788.27,1,Debit,Online,Student
242.85000000000002,42.0,93.0,4672.8,1,Debit,Online,Engineer
291.22,41.0,100.00000000000001,3677.63,4,Credit,Online,Engineer
56.52,42.0,151.99999999999997,6911.2,2,Debit,ATM,Engineer
195.8,39.0,186.0,12027.68,1,Debit,Online,Doctor
66.76,36.0,44.0,184.72,3,Credit,Branch,Doctor
190.9,28.0,40.0,101.25,1,Debit,Online,Student
106.99,38.0,151.99999999999997,5771.4,0,Debit,Branch,Engineer
655.81,55.0,164.0,4539.99,2,Debit,ATM,Retired
107.1,25.0,175.0,193.8,4,Credit,Online,Student
79.92,44.0,274.0,9138.76,2,Debit,ATM,Engineer
430.83,18.0,292.0,941.4899999999999,0,Debit,Branch,Student
235.34000000000003,26.0,68.00000000000001,566.83,0,Debit,Branch,Student
86.35,52.0,24.0,1550.48,3,Credit,Branch,Retired
337.99,70.0,115.0,9038.63,2,Debit,ATM,Doctor
577.13,40.0,66.0,6640.51,3,Credit,Branch,Engineer
213.33,52.0,161.0,5400.44,2,Debit,ATM,Retired
54.52,32.0,164.0,6980.98,0,Debit,Branch,Doctor
100.13,57.0,168.00000000000003,5209.16,0,Debit,Branch,Doctor
883.92,53.0,129.0,2342.64,4,Credit,Online,Retired
69.8,27.0,138.0,136.77,3,Credit,Branch,Student
768.94,64.0,53.00000000000001,6860.18,0,Debit,Branch,Retired
179.62,24.0,119.0,409.26,1,Debit,Online,Student
425.91,23.0,47.0,383.58,2,Debit,ATM,Student
263.34,64.0,55.0,2411.02,2,Debit,ATM,Retired
113.02999999999999,36.0,12.0,6756.13,4,Credit,Online,Doctor
11.02,42.0,42.00000000000001,7879.66,1,Debit,Online,Doctor
865.17,24.0,161.0,9297.5,0,Debit,Branch,Student
152.0,51.0,63.0,7531.429999999999,2,Debit,ATM,Engineer
270.39,25.0,104.0,899.15,2,Debit,ATM,Student
246.41,54.0,22.999999999999996,1431.6,2,Debit,ATM,Retired
336.84,22.0,100.00000000000001,4500.26,2,Debit,ATM,Student
261.45,50.0,96.0,6735.74,4,Credit,Online,Engineer
99.98,73.0,151.99999999999997,3037.97,4,Credit,Online,Retired
400.69,32.0,26.0,9040.33,1,Debit,Online,Engineer
411.47,26.0,120.0,796.63,2,Debit,ATM,Student
204.63,52.0,91.99999999999999,9199.52,1,Debit,Online,Engineer
421.56,53.0,144.0,8037.870000000001,1,Debit,Online,Engineer
193.38,18.0,285.0,1081.79,2,Debit,ATM,Student
377.04,34.0,64.0,3812.87,2,Debit,ATM,Engineer
54.1,28.0,17.0,940.91,3,Credit,Branch,Engineer
18.1,57.0,66.0,6474.34,2,Debit,ATM,Retired
408.62,48.0,159.0,2498.48,4,Credit,Online,Engineer
162.1,64.0,221.0,9578.74,0,Debit,Branch,Doctor
165.31,49.0,28.0,7346.66,2,Debit,ATM,Doctor
267.48,21.0,159.0,811.86,2,Debit,ATM,Student
856.9,36.0,150.0,8579.69,0,Debit,Branch,Engineer
433.9,65.0,37.0,9013.1,1,Debit,Online,Doctor
271.22,45.0,87.0,6863.02,5,Credit,ATM,Doctor
307.68,75.0,162.0,2052.84,4,Credit,Online,Retired
348.17,21.0,181.0,1887.84,2,Debit,ATM,Student
43.1,25.0,102.0,6944.9,0,Debit,Branch,Student
557.78,26.0,102.0,1289.48,3,Credit,Branch,Student
325.6,69.0,88.0,13777.1,2,Debit,ATM,Doctor
235.82999999999998,53.0,169.0,4120.75,4,Credit,Online,Engineer
603.54,44.0,26.0,10517.47,1,Debit,Online,Doctor
270.25,31.0,42.00000000000001,5414.97,2,Debit,ATM,Engineer
123.38,59.0,40.0,13542.41,1,Debit,Online,Doctor
577.12,39.0,69.00000000000001,5265.88,2,Debit,ATM,Engineer
92.24,60.0,93.0,6937.48,0,Debit,Branch,Engineer
856.21,33.0,109.0,12690.79,3,Credit,Branch,Doctor
251.54,48.0,177.0,254.75,0,Debit,Branch,Doctor
28.629999999999995,56.0,146.0,3382.91,0,Debit,Branch,Retired
185.97,23.0,18.999999999999996,1776.91,1,Debit,Online,Student
243.08,24.0,93.0,131.25,4,Credit,Online,Student
